Id_cliente;Genero;Adulto_mayor;Tiene_pareja;Dependientes;Permanencia;ServicioTelefonico;LineasMultiples;ServicioInternet;SeguridadLinea;CopiaSeguridad;ProteccionDispositivo;SoporteTecnico;StreamingTV;StreamingPelicula;Contrato;FacturacionSpapel;MetodoPago;CargosMensuales;CargosTotales;Abandono
8992-VONJD;Femenina;0;No;Si;13;Si;No;DSL;Si;Si;No;No;No;No;Mes a mes;Si;Cheque electronico;56;76455;No
0867-MKZVY;Femenina;0;Si;No;20;Si;Si;Fibra optica;Si;No;No;No;No;No;Mes a mes;No;Cheque electronico;824;159235;Si
4482-EWFMI;Femenina;0;No;No;2;Si;No;Fibra optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;697;1352;No
4648-YPBTM;Masculino;0;No;No;53;Si;Si;DSL;No;Si;Si;Si;No;Si;Dos años;Si;Transferencia bancaria (automática);739;395825;No
2907-ILJBN;Femenina;0;Si;Si;11;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Cheque enviado por correo;206;2339;No
6345-FZOQH;Masculino;0;Si;No;69;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque enviado por correo;199;136345;No
3376-BMGFE;Femenina;0;No;No;4;Si;No;Fibra optica;No;No;No;No;No;No;Mes a mes;Si;Transferencia bancaria (automática);709;273;Si
5997-OPVFA;Masculino;0;Si;No;72;Si;Si;DSL;Si;Si;Si;Si;Si;Si;Dos años;Si;Transferencia bancaria (automática);8905;625445;No
3445-HXXGF;Masculino;1;Si;No;58;No;No hay servicio telefónico;DSL;No;Si;Si;No;No;Si;Mes a mes;Si;Cheque electronico;453;26512;Si
1159-WFSGR;Femenina;0;Si;Si;16;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque electronico;204;3214;No
7654-YWJUF;Masculino;0;Si;No;43;Si;No;Fibra optica;Si;No;Si;Si;No;No;Un año;Si;Transferencia bancaria (automática);8425;353925;No
1875-QIVME;Femenina;0;Si;No;2;Si;Si;Fibra optica;No;No;Si;Si;Si;Si;Mes a mes;Si;Cheque electronico;1044;2428;Si
6727-IOTLZ;Masculino;0;Si;No;14;Si;No;DSL;No;Si;Si;Si;Si;Si;Dos años;No;Cheque enviado por correo;8195;118175;No
0691-JVSYA;Femenina;0;Si;No;53;Si;No;Fibra optica;No;No;Si;No;Si;Si;Un año;Si;Transferencia bancaria (automática);9485;50002;Si
5918-VUKWP;Femenina;0;No;No;32;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Transferencia bancaria (automática);2055;65455;No
1744-JHKYS;Femenina;0;Si;No;34;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque electronico;247;7802;No
2656-FMOKZ;Femenina;1;No;No;15;Si;Si;Fibra optica;No;No;No;No;No;No;Mes a mes;Si;Cheque enviado por correo;7445;11457;Si
2070-FNEXE;Femenina;1;No;No;7;Si;No;Fibra optica;Si;No;No;No;No;No;Mes a mes;No;Transferencia bancaria (automática);7645;5036;Si
5947-SGKCL;Femenina;0;Si;Si;15;Si;Si;Fibra optica;No;Si;Si;No;Si;Si;Mes a mes;Si;Transferencia bancaria (automática);10535;155925;No
3712-PKXZA;Masculino;0;Si;No;61;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;Si;Tarjeta de crédito (automática);2055;1252;No
6317-YPKDH;Femenina;0;No;No;1;No;No hay servicio telefónico;DSL;No;Si;No;No;No;No;Mes a mes;No;Transferencia bancaria (automática);2995;2995;Si
6582-OIVSP;Femenina;0;No;No;1;Si;No;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque enviado por correo;453;453;No
9367-WXLCH;Masculino;0;No;No;8;Si;Si;Fibra optica;No;No;No;No;No;Si;Mes a mes;No;Transferencia bancaria (automática);845;66265;Si
5524-KHNJP;Masculino;0;Si;Si;33;Si;No;DSL;Si;No;Si;No;Si;Si;Un año;No;Tarjeta de crédito (automática);7475;24533;No
1918-ZBFQJ;Femenina;0;No;No;13;Si;No;Fibra optica;No;Si;Si;No;No;No;Mes a mes;Si;Cheque electronico;7925;111165;Si
1024-GUALD;Femenina;0;Si;No;1;No;No hay servicio telefónico;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;248;248;Si
4827-USJHP;Masculino;0;No;No;20;Si;No;DSL;No;Si;No;No;No;No;Mes a mes;Si;Cheque enviado por correo;518;102385;No
8167-GJLRN;Masculino;0;No;No;3;No;No hay servicio telefónico;DSL;No;No;No;Si;No;No;Mes a mes;No;Cheque electronico;304;8215;No
0956-SYCWG;Femenina;0;No;No;13;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Cheque electronico;1965;2448;No
8017-UVSZU;Femenina;0;Si;No;40;Si;Si;DSL;No;Si;No;No;No;No;Mes a mes;No;Tarjeta de crédito (automática);566;23791;No
7100-FQPRV;Masculino;0;Si;Si;43;Si;Si;DSL;Si;No;No;Si;No;Si;Un año;Si;Tarjeta de crédito (automática);719;317335;No
2472-OVKUP;Masculino;0;Si;No;6;Si;No;Fibra optica;No;Si;Si;No;No;Si;Mes a mes;Si;Cheque electronico;91;531;Si
2984-RGEYA;Femenina;0;Si;Si;69;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Transferencia bancaria (automática);1975;13754;No
9680-NIAUV;Femenina;0;Si;Si;72;Si;Si;Fibra optica;Si;Si;Si;No;Si;Si;Dos años;No;Tarjeta de crédito (automática);1097;81293;No
2146-EGVDT;Masculino;0;Si;Si;59;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Tarjeta de crédito (automática);193;11927;No
2604-IJPDU;Femenina;0;Si;No;20;Si;No;Fibra optica;Si;Si;No;Si;Si;No;Mes a mes;Si;Cheque electronico;9655;190165;No
9178-JHUVJ;Masculino;0;Si;Si;24;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;Si;Transferencia bancaria (automática);241;5874;No
6168-YBYNP;Masculino;0;No;No;59;Si;Si;Fibra optica;No;Si;Si;Si;Si;Si;Mes a mes;Si;Cheque electronico;11135;651975;No
7255-SSFBC;Masculino;0;Si;Si;72;Si;Si;Fibra optica;No;Si;Si;Si;Si;Si;Dos años;Si;Transferencia bancaria (automática);11225;804165;No
3645-DEYGF;Masculino;0;No;Si;1;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque enviado por correo;2075;2075;No
9323-HGFWY;Femenina;0;Si;No;27;Si;No;Fibra optica;Si;No;No;Si;Si;Si;Un año;Si;Tarjeta de crédito (automática);1019;268115;No
8544-GOQSH;Femenina;0;No;No;14;Si;No;Fibra optica;No;Si;No;Si;No;No;Mes a mes;Si;Tarjeta de crédito (automática);8005;11123;No
3363-DTIVD;Masculino;0;Si;Si;71;Si;Si;Fibra optica;Si;No;Si;No;Si;Si;Dos años;No;Cheque electronico;10555;74055;No
7018-WBJNK;Masculino;0;No;Si;13;Si;No;Fibra optica;No;No;No;No;Si;No;Mes a mes;Si;Tarjeta de crédito (automática);783;103395;No
9142-KZXOP;Masculino;0;No;No;44;Si;No;Fibra optica;No;No;No;No;No;No;Mes a mes;No;Tarjeta de crédito (automática);6885;295895;No
7674-YTAFD;Femenina;0;No;No;33;Si;No;Fibra optica;No;Si;No;Si;No;No;Un año;Si;Transferencia bancaria (automática);7995;268485;No
6348-SNFUS;Masculino;0;Si;Si;72;No;No hay servicio telefónico;DSL;Si;Si;Si;Si;No;Si;Dos años;Si;Tarjeta de crédito (automática);5545;41792;No
1285-OKIPP;Masculino;0;No;No;1;Si;No;Fibra optica;No;No;No;No;No;Si;Mes a mes;No;Cheque electronico;799;799;Si
7825-ECJRF;Femenina;0;No;No;19;Si;No;Fibra optica;Si;No;Si;Si;Si;Si;Mes a mes;Si;Cheque electronico;1066;193445;Si
1347-KTTTA;Masculino;0;Si;No;64;Si;No;Fibra optica;No;Si;Si;Si;Si;Si;Un año;Si;Tarjeta de crédito (automática);10245;66541;No
7841-TZDMQ;Masculino;0;No;No;2;Si;No;DSL;No;No;No;No;No;No;Mes a mes;Si;Tarjeta de crédito (automática);46;845;Si
4195-NZGTA;Femenina;0;No;No;1;No;No hay servicio telefónico;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque electronico;2525;2525;No
7157-SMCFK;Masculino;0;No;Si;61;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque enviado por correo;1975;11242;No
4709-LKHYG;Femenina;0;Si;Si;29;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Cheque electronico;20;54005;No
2504-DSHIH;Masculino;1;Si;No;23;Si;Si;Fibra optica;No;No;No;No;No;Si;Mes a mes;No;Cheque electronico;868;197585;No
0699-NDKJM;Femenina;0;Si;No;57;No;No hay servicio telefónico;DSL;Si;Si;Si;No;Si;Si;Mes a mes;Si;Transferencia bancaria (automática);5875;343745;No
9286-BHDQG;Masculino;0;Si;Si;72;No;No hay servicio telefónico;DSL;Si;Si;Si;Si;No;No;Dos años;No;Tarjeta de crédito (automática);4525;31398;No
0230-WEQUW;Masculino;0;Si;No;66;No;No hay servicio telefónico;DSL;Si;Si;Si;Si;Si;No;Dos años;Si;Transferencia bancaria (automática);566;37892;No
2040-LDIWQ;Masculino;0;Si;Si;65;Si;Si;DSL;No;Si;Si;Si;Si;Si;Dos años;Si;Transferencia bancaria (automática);842;53245;No
6496-JDSSB;Femenina;0;No;No;8;Si;No;Fibra optica;No;No;No;No;Si;No;Mes a mes;Si;Transferencia bancaria (automática);80;6246;No
9408-SSNVZ;Femenina;0;No;No;4;Si;No;Fibra optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;7015;26835;Si
4443-EMBNA;Femenina;0;Si;No;71;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Transferencia bancaria (automática);2475;18369;No
6469-MRVET;Masculino;0;Si;Si;1;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;Si;Cheque electronico;202;202;No
0742-MOABM;Masculino;0;Si;No;4;Si;No;DSL;No;No;No;Si;No;No;Mes a mes;No;Cheque enviado por correo;5005;17935;Si
5961-VUSRV;Femenina;0;No;No;12;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;Si;Transferencia bancaria (automática);1935;21935;No
6778-JFCMK;Masculino;0;No;No;24;No;No hay servicio telefónico;DSL;Si;No;No;No;Si;Si;Un año;Si;Cheque enviado por correo;506;128875;No
6341-JVQGF;Femenina;0;Si;Si;31;Si;No;DSL;Si;No;Si;Si;Si;Si;Un año;Si;Cheque enviado por correo;8115;254575;No
2232-DMLXU;Femenina;0;Si;No;1;Si;No;DSL;No;No;No;No;Si;No;Mes a mes;No;Cheque enviado por correo;552;552;Si
4811-JBUVU;Masculino;0;No;No;30;Si;Si;Fibra optica;No;No;No;Si;No;Si;Mes a mes;Si;Tarjeta de crédito (automática);899;272315;No
0945-TSONX;Femenina;0;Si;Si;47;Si;Si;DSL;Si;Si;No;Si;Si;Si;Dos años;Si;Tarjeta de crédito (automática);853;410725;No
2651-ZCBXV;Masculino;0;No;No;54;Si;Si;Fibra optica;Si;Si;No;Si;Si;Si;Dos años;Si;Tarjeta de crédito (automática);108;576065;No
3316-UWXUY;Masculino;0;No;No;50;Si;No;Fibra optica;Si;Si;No;Si;No;Si;Mes a mes;Si;Tarjeta de crédito (automática);935;47475;No
8937-RDTHP;Masculino;0;No;No;1;Si;No;Fibra optica;Si;No;No;No;No;Si;Mes a mes;Si;Cheque enviado por correo;846;846;Si
7083-MIOPC;Femenina;0;No;No;72;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Tarjeta de crédito (automática);2025;15669;No
1984-GPTEH;Femenina;0;No;No;29;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque electronico;2515;702;No
1251-KRREG;Masculino;0;No;No;2;Si;Si;DSL;No;Si;No;No;No;No;Mes a mes;Si;Cheque enviado por correo;544;1141;Si
0621-JFHOL;Femenina;0;No;No;10;No;No hay servicio telefónico;DSL;No;No;No;Si;No;No;Dos años;Si;Cheque enviado por correo;296;29905;No
9903-LYSAB;Masculino;0;Si;No;18;Si;Si;Fibra optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;7315;130595;No
0094-OIFMO;Femenina;1;No;No;11;Si;No;Fibra optica;No;Si;No;No;Si;Si;Mes a mes;Si;Cheque electronico;95;11203;Si
9227-UAQFT;Masculino;0;No;No;16;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque enviado por correo;1975;28435;No
7301-ABVAD;Femenina;0;No;No;72;Si;Si;DSL;No;Si;Si;Si;Si;Si;Dos años;No;Transferencia bancaria (automática);866;63505;No
6614-FHDBO;Masculino;0;No;No;72;Si;Si;Fibra optica;No;Si;Si;Si;Si;Si;Dos años;No;Transferencia bancaria (automática);1092;78783;No
7576-ASEJU;Femenina;0;Si;Si;41;Si;No;DSL;Si;No;No;Si;Si;Si;Un año;Si;Tarjeta de crédito (automática);747;318765;No
9058-HRZSV;Femenina;1;Si;No;65;Si;No;Fibra optica;Si;Si;Si;No;No;Si;Mes a mes;No;Cheque electronico;944;612615;No
4522-AKYLR;Femenina;1;No;No;13;Si;No;DSL;No;Si;Si;No;No;No;Mes a mes;Si;Cheque electronico;548;7313;No
0221-WMXNQ;Masculino;1;No;No;4;Si;No;Fibra optica;Si;No;No;No;No;No;Mes a mes;No;Cheque electronico;7535;2734;No
0303-UNCIP;Masculino;0;No;No;41;Si;Si;DSL;No;No;Si;No;No;Si;Un año;No;Cheque enviado por correo;65;25318;No
9947-OTFQU;Masculino;1;No;No;15;Si;No;Fibra optica;No;Si;No;No;No;No;Mes a mes;Si;Cheque electronico;744;10743;Si
0322-YINQP;Masculino;0;No;No;1;Si;No;DSL;Si;No;No;No;No;No;Mes a mes;Si;Cheque enviado por correo;4855;4855;Si
0959-WHOKV;Masculino;0;No;No;42;Si;Si;Fibra optica;Si;Si;Si;No;No;Si;Un año;Si;Cheque electronico;99;429845;No
4075-JFPGR;Femenina;0;Si;No;51;Si;No;Fibra optica;Si;Si;Si;No;Si;No;Un año;Si;Cheque electronico;935;461955;No
4629-NRXKX;Femenina;0;Si;Si;2;Si;No;Fibra optica;No;No;No;No;No;No;Mes a mes;No;Cheque electronico;704;14715;Si
9514-JDSKI;Masculino;1;Si;No;1;No;No hay servicio telefónico;DSL;No;Si;No;No;Si;No;Mes a mes;No;Cheque electronico;402;402;Si
3282-ZISZV;Masculino;0;No;Si;32;Si;Si;DSL;No;Si;Si;Si;Si;Si;Un año;No;Tarjeta de crédito (automática);837;26333;No
3675-YDUPJ;Masculino;0;No;No;10;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;Si;Cheque enviado por correo;1985;19305;No
4111-BNXIF;Femenina;0;Si;Si;67;No;No hay servicio telefónico;DSL;No;Si;Si;Si;Si;Si;Dos años;Si;Cheque electronico;5955;41039;No
7017-VFHAY;Femenina;0;Si;Si;61;Si;Si;Fibra optica;Si;Si;Si;Si;Si;Si;Dos años;No;Tarjeta de crédito (automática);1151;700815;No
6655-LHBYW;Masculino;0;No;No;50;Si;Si;Fibra optica;Si;Si;Si;Si;Si;Si;Un año;No;Tarjeta de crédito (automática);11435;57911;No
4959-JOSRX;Femenina;0;Si;No;2;Si;No;DSL;No;No;No;No;No;No;Mes a mes;Si;Tarjeta de crédito (automática);446;8055;Si
5046-NUHWD;Femenina;1;Si;No;29;No;No hay servicio telefónico;DSL;Si;No;Si;No;No;Si;Mes a mes;Si;Cheque electronico;45;122865;No
7273-TEFQD;Masculino;1;No;No;3;No;No hay servicio telefónico;DSL;No;No;Si;No;No;Si;Mes a mes;Si;Cheque electronico;4115;1322;Si
3606-TWKGI;Masculino;1;No;No;13;Si;Si;Fibra optica;No;Si;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;1069;13643;Si
7529-ZDFXI;Masculino;1;Si;No;57;Si;Si;Fibra optica;No;Si;No;No;No;Si;Mes a mes;Si;Cheque electronico;8985;492535;No
7605-BDWDC;Femenina;0;No;No;31;No;No hay servicio telefónico;DSL;Si;Si;No;Si;No;Si;Dos años;Si;Transferencia bancaria (automática);4985;15201;No
1950-KSVVJ;Femenina;0;Si;No;45;Si;Si;Fibra optica;Si;Si;Si;Si;Si;Si;Un año;No;Cheque enviado por correo;1133;503225;No
0123-CRBRT;Femenina;0;Si;Si;61;Si;Si;DSL;Si;Si;Si;Si;Si;Si;Dos años;No;Cheque enviado por correo;881;552675;No
6292-TOSSS;Masculino;0;No;No;50;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Transferencia bancaria (automática);249;119525;No
3197-ARFOY;Femenina;1;No;No;19;Si;No;Fibra optica;Si;Si;No;Si;Si;Si;Mes a mes;Si;Cheque enviado por correo;105;200725;No
6323-AYBRX;Masculino;0;No;No;59;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque enviado por correo;1935;10996;Si
7014-ZZXAW;Femenina;0;Si;No;71;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;Si;Tarjeta de crédito (automática);2425;173295;No
4385-GZQXV;Femenina;1;No;No;16;Si;No;Fibra optica;No;No;No;Si;Si;Si;Mes a mes;Si;Cheque electronico;9445;15112;Si
7633-MVPUY;Masculino;0;Si;No;57;Si;No;DSL;Si;Si;No;Si;No;No;Dos años;Si;Cheque electronico;5975;345015;No
6366-ZGQGL;Masculino;0;No;No;1;No;No hay servicio telefónico;DSL;No;No;No;No;No;No;Mes a mes;No;Transferencia bancaria (automática);248;248;Si
4716-HHKQH;Masculino;1;Si;No;20;Si;Si;Fibra optica;No;Si;No;Si;Si;Si;Mes a mes;No;Cheque electronico;10705;217205;No
5940-AHUHD;Masculino;0;No;No;1;Si;No;Fibra optica;No;No;No;No;No;No;Mes a mes;No;Cheque enviado por correo;706;706;Si
6432-TWQLB;Masculino;0;Si;No;5;Si;Si;Fibra optica;No;Si;No;Si;No;No;Mes a mes;Si;Cheque electronico;854;4011;Si
4484-GLZOU;Femenina;0;Si;No;52;Si;Si;Fibra optica;No;Si;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;10505;562485;Si
3179-GBRWV;Masculino;1;Si;No;21;Si;No;DSL;Si;Si;No;No;No;Si;Mes a mes;Si;Transferencia bancaria (automática);6495;13398;No
8645-KWHJO;Masculino;0;No;No;14;No;No hay servicio telefónico;DSL;No;No;Si;Si;Si;Si;Mes a mes;Si;Cheque electronico;55;77195;No
4130-MZLCC;Femenina;0;No;No;5;Si;No;DSL;No;Si;No;No;No;No;Mes a mes;No;Transferencia bancaria (automática);5055;24475;No
0314-TKOSI;Femenina;0;No;No;6;Si;No;DSL;Si;Si;No;No;No;No;Mes a mes;No;Cheque enviado por correo;5515;3229;No
8229-MYEJZ;Femenina;0;No;No;10;Si;No;DSL;No;Si;No;No;No;No;Mes a mes;No;Cheque electronico;512;49825;No
2080-SRCDE;Femenina;0;No;Si;1;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque enviado por correo;254;254;No
9577-WJVCQ;Femenina;0;No;No;68;Si;Si;DSL;Si;No;No;No;No;No;Mes a mes;No;Cheque enviado por correo;5445;368775;No
9512-UIBFX;Masculino;0;Si;Si;18;Si;No;Fibra optica;No;No;Si;No;Si;Si;Mes a mes;No;Cheque enviado por correo;9515;177995;Si
6202-DYYFX;Femenina;0;No;No;22;Si;Si;Fibra optica;No;No;No;No;No;No;Un año;Si;Tarjeta de crédito (automática);76;17836;No
3808-HFKDE;Femenina;0;No;No;20;Si;No;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;4435;92715;No
5583-SXDAG;Masculino;0;Si;No;1;Si;No;Fibra optica;No;No;No;No;No;No;Mes a mes;No;Cheque electronico;70;70;Si
3488-PGMQJ;Masculino;1;No;No;8;Si;No;Fibra optica;No;Si;No;No;No;No;Mes a mes;Si;Cheque electronico;745;60655;Si
3580-REOAC;Masculino;0;No;No;10;Si;No;DSL;No;No;No;No;No;No;Mes a mes;Si;Tarjeta de crédito (automática);4485;4354;Si
7534-BFESC;Masculino;1;No;No;24;Si;Si;Fibra optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;761;17127;Si
3727-OWVYD;Masculino;0;No;No;35;Si;No;DSL;Si;Si;Si;No;No;No;Un año;No;Cheque enviado por correo;612;20212;No
2294-SALNE;Masculino;0;Si;Si;23;Si;No;Fibra optica;No;Si;Si;Si;No;No;Un año;No;Cheque enviado por correo;868;19408;No
4847-TAJYI;Femenina;1;No;No;6;Si;No;Fibra optica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;8935;5678;No
1563-IWQEX;Femenina;0;No;No;12;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque enviado por correo;197;22035;No
8203-XJZRC;Masculino;0;No;No;1;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque enviado por correo;2025;2025;No
6556-DBKZF;Femenina;0;Si;Si;71;Si;No;Fibra optica;No;No;Si;No;No;No;Dos años;No;Cheque electronico;7605;543645;No
6851-WEFYX;Masculino;1;Si;No;35;Si;Si;Fibra optica;No;No;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;1008;34375;No
2985-JUUBZ;Masculino;0;Si;Si;40;Si;Si;DSL;No;No;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;7455;301575;No
6390-DSAZX;Femenina;0;No;Si;1;Si;No;Fibra optica;Si;No;No;No;No;No;Mes a mes;Si;Cheque enviado por correo;736;736;Si
0895-LMRSF;Masculino;0;No;No;23;Si;No;DSL;No;No;No;No;Si;Si;Un año;Si;Transferencia bancaria (automática);649;15098;No
8098-LLAZX;Femenina;1;No;No;4;Si;Si;Fibra optica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;9545;3961;Si
8266-VBFQL;Masculino;0;No;No;4;Si;No;Fibra optica;No;No;Si;Si;No;Si;Mes a mes;Si;Cheque electronico;904;35665;No
8181-YHCMF;Femenina;0;Si;Si;68;No;No hay servicio telefónico;DSL;No;Si;Si;Si;Si;Si;Dos años;No;Tarjeta de crédito (automática);603;4109;No
2240-HSJQD;Masculino;0;No;Si;38;Si;Si;Fibra optica;No;Si;No;No;No;No;Mes a mes;Si;Cheque enviado por correo;8185;31417;No
1248-DYXUB;Masculino;0;Si;Si;52;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque enviado por correo;248;12291;No
0265-EDXBD;Masculino;1;Si;No;32;Si;Si;Fibra optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;749;230335;Si
